Prefix,Firstname,Lastname,Prefix_1,Firstname_1,Lastname_1,P-Levenschtein Distance,F-Levenschtein Distance,L-Levenschtein Distance,P-Jaccard,F-Jaccard,L-Jaccard,P-jaroWinkler,F-jaroWinkler,L-jaroWinkler,sum,Label
cchen,chris,chen,yichen,yi,chen,0.666666667,0.2,1,0.363636364,0.142857143,0.5,0.82,0,1,4.693160173,F
chaddscott,scott,,sburns,scott,burns,0.1,1,0,0.0625,0.5,0,0.42,1,0,3.0825,F
davidtonhofer,david,tonhofer,dlee,david,lee,0.153846154,1,0.125,0.117647059,0.5,0.090909091,0.5,1,0,3.487402304,F
dkoch,david,koch,dmccormick,david,mccormick,0.3,1,0.222222222,0.266666667,0.5,0.230769231,0.57,1,0.41,4.49965812,F
dkx,karr,david,davidkarr,karr,david,0.222222222,1,1,0.166666667,0.5,0.5,0.53,1,1,5.918888889,T
dmitrymaven,dmitry,beransky,netudima,dmitry,konstantinov,0.181818182,1,0.166666667,0.368421053,0.5,0.2,0.63,1,0.43,4.476905901,F
emilu,emi,lu,zhlu,henry,lu,0.4,0.2,1,0.222222222,0.125,0.5,0.63,0.51,1,4.587222222,F
erickolotyluk,eric,kolotyluk,echow,eric,chow,0.230769231,1,0.111111111,0.166666667,0.5,0.076923077,0.65,1,0.45,4.185470085,F
johngiaccotto,john,giaccotto,cougar,john,lussmyer,0.230769231,1,0,0.210526316,0.5,0,0.58,1,0,3.521295547,F
jstauffe,james,,schiang,sc,,0.125,0,,0.133333333,0.142857143,,0.51,0,0,,F
jvalencia,jose,valencia,jlmagc,jose,martinezavial,0.222222222,1,0.307692308,0.266666667,0.5,0.333333333,0.66,1,0.6,4.88991453,F
kcarbis,kevin,carbis,ksteppe,kevin,kevin,0.142857143,1,0.166666667,0.142857143,0.5,0.090909091,0.49,1,0.46,3.993290043,F
kcheng,kevin,cheng,stevechy,steven,cheng,0.125,0.5,1,0.214285714,0.272727273,0.5,0,0.7,1,4.312012987,F
keithgardiner,keith,gardiner,khatton,keith,hatton,0.307692308,1,0.25,0.25,0.5,0.142857143,0.1,1,0.53,4.080549451,F
kzhang,kan,zhang,zhangxiaotong,xiaotong,zhang,0.307692308,0.25,1,0.263157895,0.181818182,0.5,0.74,0.49,1,4.732668384,F
marcfarrow,marc,farrow,marccelani,marc,celani,0.4,1,0,0.25,0.5,0.083333333,0.8,1,0.44,4.473333333,F
melchizadec,chris,jones,djonesca,dave,jones,0.090909091,0,1,0.210526316,0,0.5,0.55,0,1,3.351435407,F
michaelhurd,mike,hurd,mikedevereaux,mike,devereaux,0.230769231,1,0.111111111,0.291666667,0.5,0.230769231,0.69,1,0,4.054316239,F
mroytman,michael,roytman,michaelwechner,michael,wechner,0.142857143,1,0,0.181818182,0.5,0.142857143,0.58,1,0.43,3.977532468,F
nicolas,nicolas,marchildon,nicolas,nicolas,nicolas,1,1,0.2,0.5,0.5,0.352941176,1,1,0.47,6.022941176,F
nordicdyno,orlovsky,alexander,alexanderortloff,ortloff,alexander,0.125,0.375,1,0.192307692,0.266666667,0.5,0,0.75,1,4.208974359,F
peternann,peter,nann,depasqua,peter,depasquale,0.111111111,1,0.1,0.176470588,0.5,0.071428571,0.46,1,0.45,3.869010271,F
rakeshpatel,rakesh,patel,rakeshpatel,rakeshpatel,rakeshpatel,1,0.545454545,0.454545455,0.5,0.352941176,0.3125,1,0.91,0.53,5.605441176,T
ryannpridgeon,ryan,p,ryanobjc,ryan,rawson,0.307692308,1,0,0.238095238,0.5,0,0.76,1,0,3.805787546,F
scottwang,scott,wang,sdeboy,scott,deboy,0.111111111,1,0,0.133333333,0.5,0,0.57,1,0,3.314444444,F
stevechy,steven,cheng,shancz,steven,hancz,0.25,1,0.2,0.214285714,0.5,0.3,0.57,1,0,4.034285714,F
tclotworthy,tim,clotworthy,timrobertson,tim,robertson,0.25,1,0.2,0.217391304,0.5,0.210526316,0.54,1,0.53,4.44791762,F
timblanchard,tim,b,timrobertson,tim,robertson,0.25,1,0.111111111,0.25,0.5,0.1,0.73,1,0,3.941111111,F
whitneyjwhite,whitney,white,jwhite,joe,white,0.461538462,0.142857143,1,0.315789474,0.1,0.5,0.74,0,1,4.260185078,F
zhujn,,,chaddscott,scott,,0.1,0,,0.066666667,0,,0.43,0,0,,F
carnahan,john,carnahan,javadevmtl,john,smith,0.1,1,0.125,0.111111111,0.5,0.076923077,0.48,1,0.44,3.833034188,F
cbivey,brian,ivey,briankarlak,brian,karlak,0.090909091,1,0,0.117647059,0.5,0,0.51,1,0,3.21855615,F
ceki,,glc,rabbitwkx,,,0.111111111,,0,0.153846154,,0,0.45,0,0,,F
chris,christian,schneider,grobmeier,christian,grobmeier,0.111111111,1,0.333333333,0.142857143,0.5,0.222222222,0,1,0.63,3.93952381,F
cstaylor,chris,taylor,chris,chris,bailey,0.125,1,0.333333333,0.230769231,0.5,0.25,0.1,1,0.56,4.099102564,F
davidg,david,grigglestone,davidcrisp,david,crisp,0.5,1,0.25,0.3125,0.5,0.176470588,0.87,1,0.52,5.128970588,F
denis,denis,avdic,denislaroche,denis,laroche,0.416666667,1,0.142857143,0.294117647,0.5,0.166666667,0.88,1,0.56,4.960308123,F
ebowman,eric,bowman,eric,eric,maland,0.142857143,1,0.166666667,0.090909091,0.5,0.25,0.52,1,0.67,4.3404329,F
erichamacher,eric,hamacher,daniszhang,eric,zhang,0.083333333,1,0.125,0.181818182,0.5,0.153846154,0.49,1,0.55,4.083997669,F
john,john,churchill,johnreed,john,reed,0.5,1,0.111111111,0.333333333,0.5,0.076923077,0.9,1,0,4.421367521,F
johnlussmyer,john,lussmyer,johndewsnip,john,dewsnip,0.416666667,1,0.125,0.260869565,0.5,0.133333333,0.78,1,0.42,4.635869565,F
johnreed,john,reed,johnferron,john,ferron,0.5,1,0.166666667,0.333333333,0.5,0.2,0.84,1,0.44,4.98,F
ksteppe,ksteppe,ksteppe,ksteppe,ksteppepacbellnet,ksteppepacbellnet,1,0.411764706,0.411764706,0.5,0.291666667,0.291666667,1,0.88,0.88,5.666862745,T
logjuser,list,mailing,logjuser,logjuserloggingapacheorg,logjuserloggingapacheorg,1,0.083333333,0.166666667,0.5,0.107142857,0.161290323,1,0.1,0.46,3.57843318,F
logjuser,logj,group,logjuser,mark,himsley,1,0,0,0.5,0,0,1,0,0,2.5,F
logjuser,logj,list,logjuser,logjlist,logjlist,1,0.5,0.5,0.5,0.333333333,0.333333333,1,0.9,0.51,5.576666667,F
logjuser,logj,logj,logjuser,logj,mailinglist,1,1,0.181818182,0.5,0.5,0.133333333,1,1,0,5.315151515,F
logjuser,logjuserjakartaapacheorg,,markjdesantis,desantis,,0.153846154,0.125,,0.19047619,0.125,,0,0,0,,F
logjuser,ml,email,logjuser,logjmailinglist,logjmailinglist,1,0.133333333,0.266666667,0.5,0.117647059,0.2,1,0.52,0,3.737647059,F
mchiocca,michael,chiocca,michaelklem,michael,klem,0.272727273,1,0,0.263157895,0.5,0,0.66,1,0,3.695885167,F
mfrost,mark,frost,maflicker,mark,flickinger,0.222222222,1,0.1,0.2,0.5,0.133333333,0.57,1,0.49,4.215555556,F
mgius,mark,gius,mbuscher,mark,buscher,0.25,1,0.142857143,0.230769231,0.5,0.181818182,0.69,1,0.6,4.595444555,F
mspath,markus,spath,markusb,markus,brakweh,0.142857143,1,0.285714286,0.230769231,0.5,0.166666667,0.1,1,0.56,3.986007326,F
notdunnyet,charles,dunn,chudak,charles,hudak,0.1,1,0.2,0.125,0.5,0.222222222,0.34,1,0.47,3.957222222,F
oyenstikker,robert,frapples,rkausch,robert,kausch,0.090909091,1,0.125,0.166666667,0.5,0.142857143,0.41,1,0,3.4354329,F
rlong,rich,long,richschu,rich,schumacher,0.125,1,0,0.076923077,0.5,0,0.5,1,0,3.201923077,F
robw,rob,walker,rbyrom,rob,byrom,0.166666667,1,0,0.3,0.5,0.090909091,0.1,1,0,3.157575758,F
rsmit,rakesh,s,rgs,raul,s,0.2,0.333333333,1,0.25,0.2,0.5,0.72,0.69,1,4.893333333,F
rynam,ryan,connolly,rjkmurray,ryan,murray,0.222222222,1,0.125,0.285714286,0.5,0.071428571,0.59,1,0.43,4.224365079,F
tomsheehan,tom,sheehan,tomhsu,tom,hsu,0.4,1,0.142857143,0.3125,0.5,0.2,0.8,1,0.48,4.835357143,F
walkerj,john,walker,jmcnally,john,mcnally,0,1,0.142857143,0.2,0.5,0.153846154,0.51,1,0.54,4.046703297,F
baoqingli,li,gemsit,jerryli,li,jerry,0.222222222,1,0.166666667,0.125,0.5,0.090909091,0.34,1,0.46,3.90479798,F
caglaokutan,,okutan,wincn,,,0.090909091,,0,0.125,,0,0,0,0,,F
chriscfellows,chris,fellows,chris,chris,beauchamp,0.384615385,1,0.111111111,0.277777778,0.5,0.0625,0.88,1,0.42,4.636004274,F
dbabits,david,babits,darose,david,rosenstrauch,0.285714286,1,0.083333333,0.230769231,0.5,0.166666667,0.68,1,0.33,4.276483516,F
devarajkavali,devaraj,k,ossakk,karthik,k,0.153846154,0,1,0.105263158,0.142857143,0.5,0.5,0.52,1,3.921966455,F
dtonhofer,david,sa,davidwood,david,wood,0.111111111,1,0,0.166666667,0.5,0,0.6,1,0,3.377777778,F
esmith,eric,smith,ebowman,eric,bowman,0.142857143,1,0,0.153846154,0.5,0.090909091,0.59,1,0.46,3.937612388,F
geffchang,geff,,plin,,,0.111111111,0,,0.076923077,0,,0,0,0,,F
hanm,michael,han,mrk,michael,krysiak,0,1,0.142857143,0.142857143,0.5,0.1,0,1,0,2.885714286,F
herveagnoux,herveagnoux,herveagnoux,herveagnoux,herve,agnoux,1,0.454545455,0.545454545,0.5,0.3125,0.352941176,1,0.89,0,5.055441176,T
jguthrie,john,guthrie,nisroc,john,lindsey,0.125,1,0,0.142857143,0.5,0.142857143,0.43,1,0,3.340714286,F
johnreed,john,reed,johnlussmyer,john,lussmyer,0.416666667,1,0.125,0.3,0.5,0.166666667,0.81,1,0,4.318333333,F
jvs,john,sichi,johndewsnip,john,dewsnip,0.181818182,1,0.142857143,0.142857143,0.5,0.166666667,0.53,1,0,3.664199134,F
kellyfj,frank,kelly,ftaylor,frank,taylor,0,1,0.166666667,0.214285714,0.5,0.181818182,0.36,1,0.41,3.832770563,F
kshaughnessy,kevin,shaughnessy,kglee,kevin,lee,0.25,1,0.090909091,0.176470588,0.5,0.071428571,0.49,1,0,3.578808251,F
logjuser,ml,email,logjuser,,logjuserloggingapacheorg,1,0,0.083333333,0.5,0,0.137931034,1,0,0,2.721264368,F
lvxiaoyi,,,smrititalwar,smriti,,0.166666667,0,,0.2,0,,0.43,0,0,,F
mike,mike,baranski,mike,michael,mckibben,1,0.428571429,0,0.5,0.272727273,0.25,1,0.78,0.5,4.731298701,F
mx,michael,xu,mburbidg,michael,burbidge,0.125,1,0.125,0.1,0.5,0.1,0.59,1,0.54,4.08,F
n,nicholas,harteau,nwolchko,nicholas,wolchko,0.125,1,0,0.111111111,0.5,0.071428571,0.74,1,0,3.547539683,F
patrickwyss,patrick,patrick,iwelcomespam,patrick,lisa,0.083333333,1,0.142857143,0.260869565,0.5,0.181818182,0,1,0,3.168878223,F
pete,peter,munro,petmagnusson,peter,magnusson,0.25,1,0.333333333,0.1875,0.5,0.285714286,0.77,1,0.1,4.426547619,F
rbelcher,ron,belcher,ronmcgee,ron,mcgee,0.375,1,0.285714286,0.25,0.5,0.25,0.63,1,0.57,4.860714286,F
rcarazo,,carazo,cgu,,glc,0.142857143,,0,0.1,,0.111111111,0.49,0,0,,F
stevebendiola,steve,bendiola,stevej,steve,johnson,0.384615385,1,0.125,0.263157895,0.5,0.133333333,0.84,1,0.51,4.756106613,F
stvchu,steve,chu,stevefolly,steve,folly,0.3,1,0,0.1875,0.5,0,0.68,1,0,3.6675,F
thomas,thomas,koch,thomasch,thomas,chang,0.75,1,0,0.428571429,0.5,0.222222222,0.95,1,0.63,5.480793651,F
tonythompson,tony,thompson,dejatony,tony,tony,0.166666667,1,0.25,0.2,0.5,0.25,0.61,1,0.63,4.606666667,F
,one,one,,ganesh,ganesh,,0.333333333,0.333333333,,0.222222222,0.222222222,0,0.67,0.67,,F
bquirk,brian,quirk,cbivey,brian,ivey,0,1,0,0.166666667,0.5,0.111111111,0.56,1,0.48,3.817777778,F
chainsaw,oliver,burn,oliver,oliver,epper,0.125,1,0,0.071428571,0.5,0.111111111,0.43,1,0.48,3.717539683,F
chris,chris,wensel,christopherkhall,chris,hall,0.3125,1,0.166666667,0.238095238,0.5,0.1,0.86,1,0.47,4.647261905,F
cstaylor,christopher,taylor,outtatime,jay,taylor,0.222222222,0,1,0.176470588,0,0.5,0.49,0,1,3.38869281,F
davidkern,kern,david,davidegan,egan,david,0.666666667,0.25,1,0.388888889,0.25,0.5,0.91,0.67,1,5.635555556,F
dba,martin,jeunesse,martin,martin,kuchta,0,1,0.125,0.111111111,0.5,0.071428571,0.5,1,0.43,3.737539683,F
dbuddrige,david,buddrige,dkarr,david,karr,0.222222222,1,0.125,0.142857143,0.5,0.083333333,0.59,1,0.46,4.123412698,F
dimalinux,,,ralphgoers,,ralphgoers,0,,0,0.105263158,,0,0.47,0,0,,F
dkarr,david,karr,davidnault,david,nault,0.2,1,0.2,0.133333333,0.5,0.111111111,0.58,1,0.48,4.204444444,F
dsanders,david,sanders,davidmiller,david,miller,0.272727273,1,0.285714286,0.263157895,0.5,0.153846154,0.72,1,0.54,4.735445607,F
dyf,,dyf,murielklein,,murielkleinlibertysurffr,0,,0.083333333,0,,0.074074074,0,0,0,,F
eric,eric,charles,zymurgist,eric,george,0.222222222,1,0.285714286,0.153846154,0.5,0.153846154,0,1,0.54,3.855628816,F
gcordrey,glen,cordrey,hog,glen,ho,0.125,1,0.142857143,0.181818182,0.5,0.111111111,0,1,0.55,3.610786436,F
grahamr,graham,renney,grahamstewart,graham,stewart,0.538461538,1,0.142857143,0.35,0.5,0.153846154,0.86,1,0.44,4.985164835,F
harlenequinn,tim,williams,tim,tim,tim,0.083333333,1,0.25,0.066666667,0.5,0.181818182,0,1,0.49,3.571818182,F
jbrosenberg,jason,rosenberg,jdnovotny,jason,novotny,0.181818182,1,0.111111111,0.15,0.5,0.125,0.48,1,0.5,4.047929293,F
jguthrie,john,guthrie,johntylerbush,john,bush,0.230769231,1,0.285714286,0.285714286,0.5,0.181818182,0.58,1,0.6,4.664015984,F
justin,justin,sb,justin,justzzzz,justzzzz,1,0.5,0.125,0.5,0.285714286,0.1,1,0.83,0,4.340714286,F
logjuser,logj,group,logjuser,log,list,1,0.75,0,0.5,0.428571429,0,1,0.94,0,4.618571429,F
logjuser,logjuser,jakartaapacheorg,logjuser,logjusers,list,1,0.888888889,0.0625,0.5,0.470588235,0.05,1,0.98,0.44,5.391977124,F
mbrooke,michael,brooke,mike,michael,schronen,0.428571429,1,0.25,0.272727273,0.5,0.214285714,0.1,1,0.63,4.395584416,F
michaelzhou,michael,zhou,zhoujiafan,jiafan,zhou,0,0.285714286,1,0.285714286,0.153846154,0.5,0.41,0.54,1,4.175274725,F
ms,martin,schaaf,martin,martin,schrder,0.166666667,1,0.428571429,0.125,0.5,0.230769231,0.6,1,0.75,4.801007326,F
msolojira,mike,solomon,mwnorman,mike,norman,0.222222222,1,0.428571429,0.235294118,0.5,0.230769231,0.68,1,0.64,4.936856999,F
ppage,paul,paul,paulvaillancourt,paul,vaillancourt,0.125,1,0.166666667,0.095238095,0.5,0.1875,0.56,1,0.56,4.194404762,F
smiller,scott,miller,ssmith,scott,smith,0.285714286,1,0.166666667,0.230769231,0.5,0.181818182,0.68,1,0.58,4.624968365,F
srao,sanjeev,rao,junrao,jun,rao,0.5,0.142857143,1,0.3,0.2,0.5,0.75,0.49,1,4.882857143,F
sshaikh,samir,,logjuser,logjuserjakartaapacheorg,,0,0.125,,0.066666667,0.103448276,,0,0,0,,F
stevej,steve,johnson,sgarcia,steve,garcia,0.142857143,1,0,0.076923077,0.5,0,0.49,1,0,3.20978022,F
stevemcroberts,steve,mcroberts,svramusi,steve,r,0.214285714,1,0.111111111,0.227272727,0.5,0.1,0.1,1,0,3.252669553,F
tbsandee,ben,sandee,benpeter,ben,peter,0.25,1,0.166666667,0.3125,0.5,0.181818182,0,1,0,3.410984848,F
timdavidson,tim,davidson,timblanchard,tim,b,0.333333333,1,0,0.260869565,0.5,0,0.74,1,0,3.834202899,F
tomlt,tom,liu,kylar,tom,byrne,0,1,0,0.1,0.5,0,0.47,1,0,3.07,F
barlock,chris,barlock,chris,chris,wensel,0.142857143,1,0,0.166666667,0.5,0.076923077,0.45,1,0.44,3.776446886,F
dbuddrige,david,buddrige,drrobison,david,robison,0.111111111,1,0,0.222222222,0.5,0.2,0.59,1,0,3.623333333,F
dcapwell,david,capwell,foreggerd,david,foregger,0.111111111,1,0,0.117647059,0.5,0.066666667,0.41,1,0.42,3.625424837,F
dhoffer,dave,hoffer,dbrown,dave,brown,0.142857143,1,0,0.230769231,0.5,0.181818182,0.1,1,0.46,3.615444555,F
dmitrymaven,dmitry,beransky,ledestin,dmitry,macsema,0.090909091,1,0.125,0.263157895,0.5,0.2,0.54,1,0.49,4.209066986,F
gregflex,greg,flex,moulliet,greg,moulliet,0.125,1,0.25,0.125,0.5,0.166666667,0.33,1,0.46,3.956666667,F
jmuhlestein,john,muhlestein,jguthrie,john,guthrie,0.272727273,1,0.2,0.315789474,0.5,0.294117647,0.69,1,0,4.272634393,F
joewiz,joe,wicentowski,joejwang,joe,wang,0.5,1,0.181818182,0.285714286,0.5,0.133333333,0.81,1,0.6,5.010865801,F
johan,johan,knngrd,jhillertz,johan,hillertz,0.111111111,1,0.125,0.142857143,0.5,0.071428571,0.59,1,0.43,3.970396825,F
johnkk,john,john,walkerj,john,walker,0,1,0,0.153846154,0.5,0,0.44,1,0,3.093846154,F
kglee,kevin,lee,kevin,kevin,kevin,0.2,1,0.2,0.2,0.5,0.125,0.64,1,0.51,4.375,F
logjuser,logj,email,logjuser,mark,himsley,1,0,0.142857143,0.5,0,0.333333333,1,0,0.57,3.546190476,F
martinmonsorno,martin,monsorno,mgainty,martin,gainty,0.214285714,1,0,0.238095238,0.5,0.071428571,0.66,1,0.43,4.113809524,F
mbuscher,mark,buscher,losma,mark,losacco,0.125,1,0.142857143,0.153846154,0.5,0.142857143,0,1,0.52,3.58456044,F
peterwalter,peter,walter,peterneu,peter,neu,0.545454545,1,0.166666667,0.315789474,0.5,0.111111111,0.86,1,0,4.499021797,F
rbyrom,rob,byrom,rowntrob,rob,rowntree,0.375,1,0.125,0.285714286,0.5,0.153846154,0.56,1,0.55,4.54956044,F
rhendershot,richard,hendershot,rjdkolb,richard,kolb,0.181818182,1,0,0.166666667,0.5,0.071428571,0.54,1,0,3.45991342,F
sylvestris,martin,flower,martint,martin,traverso,0.1,1,0.25,0.176470588,0.5,0.214285714,0,1,0.53,3.770756303,F
timmulle,tim,mull,tcolson,tim,colson,0.125,1,0.166666667,0.133333333,0.5,0.1,0.56,1,0.47,4.055,F
yuan,ding,yuan,weiquanyuan,weiquan,yuan,0.363636364,0.142857143,1,0.266666667,0.181818182,0.5,0,0.46,1,3.914978355,F
zhangyongoszhangyong,yong,zhang,kzhang,kan,zhang,0.25,0.25,1,0.192307692,0.142857143,0.5,0.69,0.53,1,4.555164835,F
adam,adam,dudczak,gmail,adam,hiatt,0.2,1,0,0.222222222,0.5,0.083333333,0.47,1,0,3.475555556,F
bdavid,benjamin,david,breed,benjamin,reed,0.333333333,1,0.2,0.181818182,0.5,0.111111111,0.62,1,0.48,4.426262626,F
billrebey,bill,rebey,whhutchi,bill,hutchinson,0,1,0,0.058823529,0.5,0,0,1,0,2.558823529,F
chrisgwarp,chris,graham,chrisatkinson,chris,atkinson,0.384615385,1,0,0.260869565,0.5,0.071428571,0.81,1,0.43,4.456913521,F
cmedaglia,chris,medaglia,chris,chris,wensel,0.222222222,1,0.25,0.142857143,0.5,0.142857143,0.49,1,0.53,4.277936508,F
cougar,john,lussmyer,vines,john,vines,0,1,0.125,0,0.5,0.153846154,0,1,0,2.778846154,F
davidb,david,bosschaert,dthielen,david,thielen,0.25,1,0.1,0.142857143,0.5,0.176470588,0.57,1,0,3.739327731,F
davidmyersscibearspace,david,myers,davidnickerson,david,nickerson,0.409090909,1,0.333333333,0.277777778,0.5,0.214285714,0.79,1,0.64,5.164487734,F
dkarr,david,karr,davidwood,david,wood,0.111111111,1,0,0.142857143,0.5,0,0.59,1,0,3.343968254,F
dyf,,dyf,lvxiaoyi,,,0.125,,0,0.090909091,,0,0,0,0,,F
georgiev,philip,georgiev,philipjkaplan,philip,kaplan,0,1,0,0.047619048,0.5,0,0.4,1,0,2.947619048,F
jason,jason,fletcher,mail,jason,calabrese,0.2,1,0.111111111,0.111111111,0.5,0.294117647,0.48,1,0.59,4.286339869,F
jasontholstrup,jason,tholstrup,jason,jason,dillon,0.357142857,1,0.111111111,0.263157895,0.5,0.133333333,0.87,1,0.35,4.584745196,F
johngiaccotto,john,giaccotto,vines,john,vines,0.076923077,1,0.111111111,0.111111111,0.5,0.071428571,0.43,1,0.44,3.740573871,F
jtan,jerry,tan,chienweitan,chien,tan,0.272727273,0,1,0.2,0.1,0.5,0.45,0.47,1,3.992727273,F
jvs,john,sichi,doranjayster,john,doran,0.166666667,1,0,0.133333333,0.5,0,0,1,0,2.8,F
leozilla,david,leonhartsberger,dkoch,david,koch,0.125,1,0.133333333,0.076923077,0.5,0.105263158,0.44,1,0.54,3.920519568,F
logjuser,,logjuser,logjuser,logjusers,logjusers,1,0,0.888888889,0.5,0,0.470588235,1,0,0.98,4.839477124,F
lvxiaoyi,,,dyf,,dyf,0.125,,0,0.090909091,,0,0,0,0,,F
matthiasfahrni,matthias,fahrni,mpetersen,matthias,petersen,0.285714286,1,0.125,0.217391304,0.5,0.142857143,0.62,1,0.53,4.420962733,F
michaelgrissom,michael,grissom,hanm,michael,han,0.214285714,1,0,0.166666667,0.5,0,0,1,0,2.880952381,F
mosullivan,mark,sull,mfaine,mark,f,0.2,1,0,0.25,0.5,0,0.56,1,0,3.51,F
naveenbandhu,naveen,bandhu,ravindranaveen,naveen,ravindra,0.285714286,1,0.375,0.346153846,0.5,0.214285714,0,1,0.63,4.351153846,F
ralphgoers,,ralphgoers,ralphgoers,ralphgoers,dslextremecom,1,0,0.153846154,0.5,0,0.217391304,1,0,0.49,3.361237458,T
tech,rob,davis,rob,rob,gregory,0,1,0,0,0.5,0,0,1,0,2.5,F
tim,tim,watts,timc,tim,collins,0.75,1,0.142857143,0.428571429,0.5,0.083333333,0.94,1,0.45,5.294761905,F
vancekarimi,vance,karimi,vcochran,vance,cochrane,0.272727273,1,0.125,0.263157895,0.5,0.142857143,0.1,1,0,3.40374231,F
wmok,william,mok,wkreamer,william,kreamer,0.25,1,0.142857143,0.25,0.5,0.2,0.63,1,0,3.972857143,F
,,,chilabot,,gimnez,0,,0,0,,0,0,0,0,,F
ak,andy,knowles,andymcbride,andy,mcbride,0.090909091,1,0,0.076923077,0.5,0.071428571,0.58,1,0.43,3.749260739,F
cmedaglia,chris,medaglia,shef,chris,chris,0.111111111,1,0.125,0.076923077,0.5,0.076923077,0.45,1,0,3.339957265,F
danielelilogj,dan,schlossberg,dbtanner,dan,tanner,0.153846154,1,0.181818182,0.19047619,0.5,0.117647059,0.64,1,0,3.783787585,F
david,david,duddleston,david,david,thielen,1,1,0.3,0.5,0.5,0.235294118,1,1,0.47,6.005294118,F
davidtonhofer,david,tonhofer,david,david,hosier,0.384615385,1,0.375,0.277777778,0.5,0.285714286,0.88,1,0.64,5.343107448,F
dhirst,david,hirst,dbuddrige,david,buddrige,0.222222222,1,0.125,0.2,0.5,0.153846154,0.1,1,0.44,3.741068376,F
dimalinux,,,plin,,,0.333333333,,,0.230769231,,,0,0,0,,F
echow,eric,chow,epugh,eric,pugh,0.2,1,0,0.2,0.5,0.125,0.64,1,0.5,4.165,F
fiddlerpianist,jonathan,whitall,jonmonette,jonathan,jonathan,0.071428571,1,0.125,0.125,0.5,0.2,0.39,1,0,3.411428571,F
ggsr,sreedhar,gupta,diwaker,diwaker,gupta,0.142857143,0.125,1,0.090909091,0.266666667,0.5,0,0,1,3.1254329,F
harlenequinn,tim,williams,timwei,tim,weitm,0.166666667,1,0.375,0.111111111,0.5,0.230769231,0,1,0.69,4.073547009,F
jameslawless,james,lawless,jamesahutton,james,hutton,0.416666667,1,0,0.25,0.5,0,0.8,1,0,3.966666667,F
johnl,john,el,jvolkar,john,volkar,0.285714286,1,0.166666667,0.25,0.5,0.125,0.71,1,0.56,4.597380952,F
jpreston,john,preston,jguthrie,john,guthrie,0.125,1,0,0.25,0.5,0.214285714,0.63,1,0,3.719285714,F
logjdev,logj,list,logjuser,logj,list,0.625,1,1,0.333333333,0.5,0.5,0.87,1,1,6.828333333,F
logjuser,logj,email,logjuser,jacob,kjome,1,0,0,0.5,0.222222222,0.2,1,0,0.47,3.392222222,F
logjuserunsubscribe,logj,unsubscribe,logjuser,logj,email,0.421052632,1,0.090909091,0.296296296,0.5,0.125,0.88,1,0,4.313258019,F
mbrooke,michael,brooke,michaelgrissom,michael,grissom,0.142857143,1,0.142857143,0.19047619,0.5,0.153846154,0.53,1,0.54,4.20003663,F
mburbidg,michael,burbidge,michaelerskine,michael,erskine,0.214285714,1,0.25,0.136363636,0.5,0.2,0.1,1,0.6,4.000649351,F
mrobkin,michael,robkin,msvendev,michael,svendsen,0.125,1,0.125,0.133333333,0.5,0.071428571,0.56,1,0.43,3.944761905,F
paduffy,paul,duffy,paulasmuth,paul,asmuth,0.2,1,0,0.176470588,0.5,0.090909091,0.66,1,0.46,4.087379679,F
rg,gallagher,ron,rbets,bets,ron,0.2,0,1,0.142857143,0.076923077,0.5,0.61,0,1,3.52978022,F
sathishkumar,sathish,kumar,krsathi,sathish,r,0.25,1,0.2,0.368421053,0.5,0.166666667,0.71,1,0,4.195087719,F
skumar,sumit,kumar,yogmca,yogesh,kumar,0.166666667,0,1,0.166666667,0.090909091,0.5,0.56,0,1,3.484242424,F
stevekuo,steve,kuo,stevefolly,steve,folly,0.5,1,0,0.333333333,0.5,0.125,0.87,1,0.51,4.838333333,F
adrian,adrian,blakey,ajanssen,adrian,janssen,0.25,1,0.142857143,0.214285714,0.5,0.153846154,0.66,1,0.54,4.460989011,F
bost,rostislav,,,,,0,0,,0,0,,0,0,0,,F
cchen,chris,chen,christodd,chris,todd,0.111111111,1,0,0.142857143,0.5,0,0.59,1,0,3.343968254,F
cgerrard,chris,gerrard,cknlist,chris,naude,0.125,1,0.142857143,0.066666667,0.5,0.25,0.48,1,0,3.56452381,F
danielknightly,daniel,knightly,danielabrecht,daniel,abrecht,0.5,1,0.125,0.296296296,0.5,0.133333333,0.84,1,0.51,4.90462963,F
davetauzell,tauzell,dave,dherman,herman,dave,0.181818182,0,1,0.166666667,0.153846154,0.5,0.61,0.37,1,3.982331002,F
dschultz,david,schultz,dave,david,thielen,0.125,1,0.142857143,0.083333333,0.5,0.214285714,0.51,1,0.52,4.09547619,F
dschultz,david,schultz,lloy,david,lloyd,0.125,1,0,0.083333333,0.5,0.083333333,0,1,0,2.791666667,F
dtonhofer,david,tonhofer,dsmiley,david,smiley,0.222222222,1,0.125,0.125,0.5,0.071428571,0.55,1,0.43,4.023650794,F
ecarter,edward,carter,edknoll,edward,knoll,0.142857143,1,0,0.071428571,0.5,0,0.49,1,0,3.204285714,F
elihusmails,mark,mark,mdiggory,mark,diggory,0.090909091,1,0.142857143,0.105263158,0.5,0.090909091,0.41,1,0,3.339938483,F
feargalegan,egan,feargal,davidegan,egan,david,0.454545455,1,0.142857143,0.25,0.5,0.083333333,0.6,1,0.45,4.480735931,F
